ESGID,CompanyID,PeriodID,EnvironmentalScore,SocialScore,GovernanceScore
3118,CMP0052,58,97.86,54.11,38.76
3119,CMP0052,59,93.91,46.79,77.65
3120,CMP0052,60,45.32,73.5,75.77
3121,CMP0053,1,62.41,53.5,75.75
3122,CMP0053,2,62.08,39.71,53.23
3123,CMP0053,3,83.22,68.62,48.47
3124,CMP0053,4,45.31,59.27,83.87
3125,CMP0053,5,81.56,67.4,66.39
3126,CMP0053,6,48.46,83.0,30.29
3127,CMP0053,7,70.27,77.11,37.41
3128,CMP0053,8,53.63,67.36,65.09
3129,CMP0053,9,47.61,74.1,85.1
3130,CMP0053,10,68.89,69.62,75.69
3131,CMP0053,11,47.64,35.77,32.78
3132,CMP0053,12,54.47,57.85,75.36
3133,CMP0053,13,92.41,80.02,81.81
3134,CMP0053,14,81.9,72.41,57.19
3135,CMP0053,15,66.38,30.13,54.87
3136,CMP0053,16,47.53,59.34,84.44
3137,CMP0053,17,98.87,83.33,41.51
3138,CMP0053,18,45.55,53.82,66.1
3139,CMP0053,19,94.44,39.35,79.36
3140,CMP0053,20,83.7,72.96,88.28
3141,CMP0053,21,94.72,71.08,72.74
3142,CMP0053,22,58.62,81.33,76.15
3143,CMP0053,23,46.53,41.48,55.57
3144,CMP0053,24,57.46,49.69,62.84
3145,CMP0053,25,59.84,30.0,65.2
3146,CMP0053,26,46.05,67.89,70.64
3147,CMP0053,27,76.93,42.49,32.44
3148,CMP0053,28,48.17,45.31,70.51
3149,CMP0053,29,87.37,39.69,46.36
3150,CMP0053,30,54.18,40.31,34.06
3151,CMP0053,31,80.25,87.15,78.28
3152,CMP0053,32,77.61,69.59,41.38
3153,CMP0053,33,74.81,69.38,70.1
3154,CMP0053,34,60.17,88.55,63.42
3155,CMP0053,35,50.95,72.29,72.32
3156,CMP0053,36,82.83,67.25,43.97
3157,CMP0053,37,60.68,61.86,86.02
3158,CMP0053,38,68.79,69.95,60.99
3159,CMP0053,39,49.23,59.25,75.89
3160,CMP0053,40,48.62,73.39,71.82
3161,CMP0053,41,86.5,62.1,69.19
3162,CMP0053,42,70.79,49.05,55.77
3163,CMP0053,43,73.97,89.75,43.04
3164,CMP0053,44,60.18,34.26,49.54
3165,CMP0053,45,74.3,52.01,58.81
3166,CMP0053,46,71.99,39.54,66.85
3167,CMP0053,47,64.91,58.14,75.11
3168,CMP0053,48,63.47,88.76,87.92
3169,CMP0053,49,85.51,70.48,48.21
3170,CMP0053,50,47.9,32.13,75.65
3171,CMP0053,51,74.95,31.41,82.15
3172,CMP0053,52,64.64,48.9,34.66
3173,CMP0053,53,71.67,64.53,65.05
3174,CMP0053,54,43.17,67.49,41.41
3175,CMP0053,55,45.06,40.28,81.77
3176,CMP0053,56,73.9,63.5,30.97
3177,CMP0053,57,86.1,31.72,47.37
3178,CMP0053,58,43.1,46.02,47.1
3179,CMP0053,59,96.19,34.13,41.59
3180,CMP0053,60,41.5,64.7,80.1
3181,CMP0054,1,49.14,39.92,51.22
3182,CMP0054,2,50.4,70.76,69.71
3183,CMP0054,3,56.64,57.02,53.08
3184,CMP0054,4,50.43,72.8,72.72
3185,CMP0054,5,63.95,37.92,57.97
3186,CMP0054,6,81.3,42.06,41.7
3187,CMP0054,7,46.42,89.87,38.72
3188,CMP0054,8,99.16,35.36,37.15
3189,CMP0054,9,84.86,30.23,82.68
3190,CMP0054,10,85.96,85.77,34.33
3191,CMP0054,11,57.99,81.27,42.72
3192,CMP0054,12,78.4,87.64,69.3
3193,CMP0054,13,78.15,78.36,74.27
3194,CMP0054,14,71.4,81.46,72.97
3195,CMP0054,15,62.55,79.75,80.25
3196,CMP0054,16,78.71,83.45,74.03
3197,CMP0054,17,48.62,31.57,61.13
3198,CMP0054,18,93.51,78.37,76.91
3199,CMP0054,19,96.51,62.4,80.46
3200,CMP0054,20,47.59,30.39,69.71
3201,CMP0054,21,92.08,44.63,73.31
3202,CMP0054,22,85.9,48.8,73.83
3203,CMP0054,23,76.44,73.43,43.58
3204,CMP0054,24,90.11,82.95,84.19
3205,CMP0054,25,49.56,52.62,55.03
3206,CMP0054,26,69.12,85.82,59.21
3207,CMP0054,27,63.31,45.42,62.95
3208,CMP0054,28,53.79,82.15,41.98
3209,CMP0054,29,85.14,78.25,33.97
3210,CMP0054,30,65.83,56.21,52.76
3211,CMP0054,31,87.2,63.52,43.86
3212,CMP0054,32,47.97,69.13,31.94
3213,CMP0054,33,79.76,55.0,81.99
3214,CMP0054,34,70.1,43.22,53.48
3215,CMP0054,35,59.94,52.26,35.99
3216,CMP0054,36,92.74,78.18,48.59
3217,CMP0054,37,85.72,30.04,56.34
3218,CMP0054,38,74.74,82.16,62.82
3219,CMP0054,39,57.94,50.12,32.32
3220,CMP0054,40,98.94,58.56,41.16
3221,CMP0054,41,47.28,30.93,73.91
3222,CMP0054,42,53.87,45.22,89.21
3223,CMP0054,43,49.97,47.26,65.33
3224,CMP0054,44,63.14,81.02,88.95
3225,CMP0054,45,68.68,34.48,67.77
3226,CMP0054,46,59.4,34.82,31.64
3227,CMP0054,47,96.21,84.38,83.07
3228,CMP0054,48,47.1,44.23,70.38
3229,CMP0054,49,70.14,50.09,71.33
3230,CMP0054,50,89.11,47.72,86.27
3231,CMP0054,51,74.74,38.69,42.66
3232,CMP0054,52,99.57,61.73,64.52
3233,CMP0054,53,54.5,41.85,71.6
3234,CMP0054,54,83.52,65.66,63.54
3235,CMP0054,55,65.69,54.86,57.79
3236,CMP0054,56,44.46,62.64,48.62
3237,CMP0054,57,50.96,87.2,73.71
3238,CMP0054,58,58.87,82.73,71.85
3239,CMP0054,59,61.89,50.93,41.64
3240,CMP0054,60,71.96,38.86,72.55
3241,CMP0055,1,66.06,61.39,48.49
3242,CMP0055,2,71.84,33.93,84.51
3243,CMP0055,3,79.96,61.9,44.96
3244,CMP0055,4,70.66,49.98,44.09
3245,CMP0055,5,75.94,66.17,65.0
3246,CMP0055,6,53.3,47.46,40.95
3247,CMP0055,7,72.4,87.77,42.11
3248,CMP0055,8,63.31,80.24,39.02
3249,CMP0055,9,52.97,47.1,37.49
3250,CMP0055,10,84.56,81.6,36.17
3251,CMP0055,11,63.53,49.76,74.3
3252,CMP0055,12,73.68,63.26,59.15
3253,CMP0055,13,66.0,68.89,78.15
3254,CMP0055,14,68.74,74.35,51.12
3255,CMP0055,15,63.82,68.47,47.58
3256,CMP0055,16,84.26,83.07,65.36
3257,CMP0055,17,84.2,43.82,65.8
3258,CMP0055,18,41.1,62.81,58.75
3259,CMP0055,19,81.02,57.36,36.17
3260,CMP0055,20,91.12,31.38,67.52
3261,CMP0055,21,65.2,75.7,61.68
3262,CMP0055,22,95.76,71.34,85.59
3263,CMP0055,23,48.45,56.24,79.27
3264,CMP0055,24,69.31,85.21,74.89
3265,CMP0055,25,80.61,63.11,42.74
3266,CMP0055,26,75.58,51.47,63.7
3267,CMP0055,27,96.46,70.79,57.4
3268,CMP0055,28,73.32,72.72,32.4
3269,CMP0055,29,56.52,86.89,78.61
3270,CMP0055,30,68.76,73.2,39.87
3271,CMP0055,31,49.47,63.46,82.34
3272,CMP0055,32,69.4,57.12,89.73
3273,CMP0055,33,87.39,39.23,70.13
3274,CMP0055,34,48.75,50.47,68.09
3275,CMP0055,35,74.23,85.4,40.59
3276,CMP0055,36,47.29,86.47,79.83
3277,CMP0055,37,43.28,36.69,66.13
3278,CMP0055,38,51.7,52.56,59.8
3279,CMP0055,39,75.44,41.11,57.98
3280,CMP0055,40,62.22,72.99,66.49
3281,CMP0055,41,41.66,39.21,78.02
3282,CMP0055,42,77.76,67.54,41.92
3283,CMP0055,43,56.59,31.02,44.24
3284,CMP0055,44,64.4,82.98,53.18
3285,CMP0055,45,55.29,44.79,52.22
3286,CMP0055,46,91.07,59.68,84.92
3287,CMP0055,47,42.39,56.74,34.65
3288,CMP0055,48,67.38,81.66,83.28
3289,CMP0055,49,94.98,50.39,31.82
3290,CMP0055,50,76.1,81.9,73.65
3291,CMP0055,51,95.01,30.57,33.21
3292,CMP0055,52,98.04,58.26,43.36
3293,CMP0055,53,89.58,41.98,32.07
3294,CMP0055,54,49.33,59.64,39.79
3295,CMP0055,55,80.57,83.83,52.92
3296,CMP0055,56,86.91,89.32,76.76
3297,CMP0055,57,66.83,39.66,77.99
3298,CMP0055,58,61.03,68.56,43.06
3299,CMP0055,59,53.33,76.41,59.1
3300,CMP0055,60,44.8,53.97,75.09
3301,CMP0056,1,66.99,76.41,79.57
3302,CMP0056,2,64.69,50.16,64.33
3303,CMP0056,3,97.4,68.25,39.1
3304,CMP0056,4,96.72,64.25,42.85
3305,CMP0056,5,61.77,45.53,67.16
3306,CMP0056,6,70.38,66.96,33.84
3307,CMP0056,7,59.59,78.12,82.03
3308,CMP0056,8,80.49,54.68,88.32
3309,CMP0056,9,54.52,59.57,79.8
3310,CMP0056,10,94.35,57.48,36.24
3311,CMP0056,11,53.78,59.81,45.57
3312,CMP0056,12,62.12,78.12,40.03
3313,CMP0056,13,82.18,62.24,64.36
3314,CMP0056,14,59.53,61.77,51.56
3315,CMP0056,15,58.74,45.23,80.39
3316,CMP0056,16,60.65,78.88,87.05
3317,CMP0056,17,53.69,70.56,41.83
3318,CMP0056,18,51.61,49.17,51.2
3319,CMP0056,19,86.42,75.67,87.82
3320,CMP0056,20,53.71,60.54,77.47
3321,CMP0056,21,89.51,60.02,46.19
3322,CMP0056,22,67.2,40.23,43.35
3323,CMP0056,23,90.46,54.68,38.49
3324,CMP0056,24,95.73,75.13,33.16
3325,CMP0056,25,49.1,85.81,40.61
3326,CMP0056,26,67.31,37.66,32.01
3327,CMP0056,27,54.24,80.42,71.77
3328,CMP0056,28,41.83,58.86,49.77
3329,CMP0056,29,74.93,88.32,54.92
3330,CMP0056,30,96.56,40.98,41.63
3331,CMP0056,31,72.33,84.0,42.1
3332,CMP0056,32,86.52,37.71,79.38
3333,CMP0056,33,52.4,77.67,82.93
3334,CMP0056,34,95.56,46.2,68.98
3335,CMP0056,35,84.43,38.48,79.95
3336,CMP0056,36,99.5,66.3,57.44
3337,CMP0056,37,68.15,64.37,30.48
3338,CMP0056,38,82.37,87.63,68.51
3339,CMP0056,39,53.04,85.6,76.42
3340,CMP0056,40,93.92,57.2,48.25
3341,CMP0056,41,72.8,37.98,56.77
3342,CMP0056,42,67.66,85.49,64.99
3343,CMP0056,43,60.76,67.16,56.94
3344,CMP0056,44,70.35,50.47,82.82
3345,CMP0056,45,94.2,32.11,73.76
3346,CMP0056,46,87.66,49.44,31.33
3347,CMP0056,47,40.29,42.91,89.95
3348,CMP0056,48,48.92,83.94,55.65
3349,CMP0056,49,43.49,40.73,70.69
3350,CMP0056,50,92.73,68.04,33.64
3351,CMP0056,51,41.12,77.52,40.07
3352,CMP0056,52,43.46,48.36,74.19
3353,CMP0056,53,72.8,61.99,72.8
3354,CMP0056,54,86.34,86.47,45.88
3355,CMP0056,55,87.65,72.3,46.85
3356,CMP0056,56,78.22,79.76,62.36
3357,CMP0056,57,63.33,36.7,36.85
3358,CMP0056,58,48.28,67.18,86.54
3359,CMP0056,59,89.1,79.32,43.69
3360,CMP0056,60,40.79,86.36,81.77
3361,CMP0057,1,72.32,35.6,86.23
3362,CMP0057,2,83.87,67.56,65.09
3363,CMP0057,3,56.28,76.96,33.09
3364,CMP0057,4,75.13,77.67,82.55
3365,CMP0057,5,46.7,39.96,84.11
3366,CMP0057,6,41.35,54.72,76.97
3367,CMP0057,7,51.39,79.65,48.73
3368,CMP0057,8,65.53,65.17,85.35
3369,CMP0057,9,78.31,51.65,62.04
3370,CMP0057,10,48.91,62.11,32.81
3371,CMP0057,11,44.1,87.78,75.82
3372,CMP0057,12,48.11,60.64,67.41
3373,CMP0057,13,51.36,59.3,68.52
3374,CMP0057,14,79.97,50.78,77.76
3375,CMP0057,15,74.09,65.91,44.72
3376,CMP0057,16,72.83,32.23,67.34
3377,CMP0057,17,73.56,79.36,78.76
3378,CMP0057,18,64.05,76.98,38.27
3379,CMP0057,19,54.4,37.66,71.45
3380,CMP0057,20,70.74,79.03,69.25
3381,CMP0057,21,85.86,70.12,52.64
3382,CMP0057,22,68.41,45.4,83.43
3383,CMP0057,23,73.93,48.24,43.23
3384,CMP0057,24,85.3,71.34,53.68
3385,CMP0057,25,52.18,61.43,70.17
3386,CMP0057,26,58.46,52.8,77.96
3387,CMP0057,27,86.72,54.2,61.5
3388,CMP0057,28,88.77,86.73,31.88
3389,CMP0057,29,45.39,38.0,78.53
3390,CMP0057,30,55.51,51.92,38.16
3391,CMP0057,31,57.63,39.89,67.16
3392,CMP0057,32,82.83,35.2,73.1
3393,CMP0057,33,65.3,80.03,36.89
3394,CMP0057,34,59.83,63.82,38.51
3395,CMP0057,35,97.97,56.45,59.27
3396,CMP0057,36,59.19,48.96,89.9
3397,CMP0057,37,52.27,59.4,45.59
3398,CMP0057,38,40.21,81.4,89.31
3399,CMP0057,39,58.66,82.66,64.07
3400,CMP0057,40,64.67,49.28,65.97
3401,CMP0057,41,69.54,47.1,76.33
3402,CMP0057,42,78.36,89.21,72.42
3403,CMP0057,43,52.09,55.1,67.17
3404,CMP0057,44,86.51,38.46,88.36
3405,CMP0057,45,56.5,59.75,52.86
3406,CMP0057,46,54.76,75.31,80.71
3407,CMP0057,47,95.84,67.93,73.59
3408,CMP0057,48,42.29,46.95,62.91
3409,CMP0057,49,83.07,36.77,58.55
3410,CMP0057,50,73.08,45.79,47.01
3411,CMP0057,51,77.46,81.74,39.6
3412,CMP0057,52,76.05,64.99,66.45
3413,CMP0057,53,77.74,32.03,74.98
3414,CMP0057,54,75.03,59.71,78.13
3415,CMP0057,55,42.34,76.13,87.33
3416,CMP0057,56,81.89,40.05,79.04
3417,CMP0057,57,96.37,55.91,85.05
3418,CMP0057,58,82.63,85.57,75.81
3419,CMP0057,59,77.15,86.6,67.69
3420,CMP0057,60,96.45,88.25,56.92
3421,CMP0058,1,96.12,35.58,78.23
3422,CMP0058,2,58.41,43.08,60.3
3423,CMP0058,3,50.68,87.72,30.47
3424,CMP0058,4,40.39,67.38,77.76
3425,CMP0058,5,54.79,70.25,76.0
3426,CMP0058,6,48.1,76.01,50.8
3427,CMP0058,7,54.6,83.99,64.85
3428,CMP0058,8,95.15,40.56,74.73
3429,CMP0058,9,56.13,77.52,51.51
3430,CMP0058,10,69.65,40.22,37.01
3431,CMP0058,11,40.71,81.9,77.6
3432,CMP0058,12,59.64,35.54,31.89
3433,CMP0058,13,41.18,45.09,45.93
3434,CMP0058,14,62.64,69.43,58.16
3435,CMP0058,15,94.87,53.16,76.21
3436,CMP0058,16,85.67,82.38,43.22
3437,CMP0058,17,57.28,72.26,66.35
3438,CMP0058,18,40.11,57.57,30.64
3439,CMP0058,19,68.8,31.48,81.14
3440,CMP0058,20,80.59,75.06,52.74
3441,CMP0058,21,96.57,86.67,42.68
3442,CMP0058,22,47.93,74.37,35.16
3443,CMP0058,23,87.68,68.69,83.23
3444,CMP0058,24,48.78,82.35,58.16
3445,CMP0058,25,93.45,65.27,75.53
3446,CMP0058,26,53.49,35.01,61.42
3447,CMP0058,27,93.17,65.77,47.23
3448,CMP0058,28,49.54,41.66,36.19
3449,CMP0058,29,56.68,31.35,84.49
3450,CMP0058,30,44.88,51.46,75.6
3451,CMP0058,31,95.48,31.2,63.3
3452,CMP0058,32,56.49,63.1,60.97
3453,CMP0058,33,54.0,52.11,34.98
3454,CMP0058,34,52.52,62.45,85.55
3455,CMP0058,35,66.31,34.77,47.56
3456,CMP0058,36,61.78,75.68,78.3
3457,CMP0058,37,91.2,31.75,76.27
3458,CMP0058,38,47.29,42.63,88.22
3459,CMP0058,39,86.84,59.41,87.04
3460,CMP0058,40,62.29,77.79,80.9
3461,CMP0058,41,50.97,45.15,73.04
3462,CMP0058,42,61.61,53.35,75.66
3463,CMP0058,43,95.75,75.67,34.46
3464,CMP0058,44,78.68,60.37,39.12
3465,CMP0058,45,90.09,35.86,84.84
3466,CMP0058,46,89.72,68.79,41.52
3467,CMP0058,47,42.03,32.53,33.28
3468,CMP0058,48,61.56,59.36,57.7
3469,CMP0058,49,54.14,44.14,84.91
3470,CMP0058,50,67.59,63.21,54.93
3471,CMP0058,51,70.49,37.61,62.53
3472,CMP0058,52,82.62,52.98,41.96
3473,CMP0058,53,91.09,36.34,36.84
3474,CMP0058,54,76.87,47.58,57.7
3475,CMP0058,55,46.4,83.45,51.83
3476,CMP0058,56,83.04,49.43,57.95
3477,CMP0058,57,81.23,31.09,78.26
3478,CMP0058,58,63.89,32.48,73.78
3479,CMP0058,59,46.1,75.71,35.92
3480,CMP0058,60,42.43,48.79,60.64
3481,CMP0059,1,64.43,68.18,36.91
3482,CMP0059,2,47.68,41.42,30.03
3483,CMP0059,3,61.95,86.04,30.7
3484,CMP0059,4,61.34,35.62,70.02
3485,CMP0059,5,41.15,52.55,72.32
3486,CMP0059,6,95.46,60.63,46.78
3487,CMP0059,7,56.14,56.53,35.74
3488,CMP0059,8,68.59,89.22,63.05
3489,CMP0059,9,63.79,63.79,62.63
3490,CMP0059,10,47.42,83.08,85.92
3491,CMP0059,11,95.06,87.39,38.31
3492,CMP0059,12,68.17,61.81,68.07
3493,CMP0059,13,78.41,43.39,68.86
3494,CMP0059,14,75.05,74.42,68.67
3495,CMP0059,15,89.02,41.5,37.94
3496,CMP0059,16,59.13,80.38,76.71
3497,CMP0059,17,49.68,61.94,66.79
3498,CMP0059,18,52.79,70.17,32.77
3499,CMP0059,19,64.92,35.01,38.35
3500,CMP0059,20,72.33,53.71,36.45
3501,CMP0059,21,47.47,42.14,74.03
3502,CMP0059,22,41.51,33.0,65.42
3503,CMP0059,23,74.04,73.31,54.5
3504,CMP0059,24,46.75,51.53,59.67
3505,CMP0059,25,81.6,39.58,42.88
3506,CMP0059,26,84.98,83.38,69.82
3507,CMP0059,27,69.98,39.5,87.24
3508,CMP0059,28,49.15,73.79,78.78
3509,CMP0059,29,91.16,68.35,78.68
3510,CMP0059,30,72.3,45.29,87.59
3511,CMP0059,31,55.57,63.72,40.01
3512,CMP0059,32,50.49,75.77,41.4
3513,CMP0059,33,82.13,48.04,44.9
3514,CMP0059,34,56.65,30.03,33.49
3515,CMP0059,35,59.77,80.85,32.62
3516,CMP0059,36,50.08,64.34,57.08
3517,CMP0059,37,99.0,78.96,86.95
3518,CMP0059,38,94.42,85.63,75.05
3519,CMP0059,39,92.32,38.15,82.69
3520,CMP0059,40,66.36,78.33,63.57
3521,CMP0059,41,89.81,64.61,47.08
3522,CMP0059,42,75.69,83.15,77.43
3523,CMP0059,43,91.23,80.17,50.16
3524,CMP0059,44,51.25,89.13,77.77
3525,CMP0059,45,97.36,37.9,49.97
3526,CMP0059,46,70.9,88.91,60.6
3527,CMP0059,47,79.54,39.49,41.75
3528,CMP0059,48,98.17,30.27,84.14
3529,CMP0059,49,58.22,77.22,73.87
3530,CMP0059,50,89.96,50.1,60.5
3531,CMP0059,51,63.3,33.44,73.29
3532,CMP0059,52,43.3,71.84,87.55
3533,CMP0059,53,43.72,78.24,33.71
3534,CMP0059,54,42.21,66.02,44.91
3535,CMP0059,55,55.84,75.42,71.89
3536,CMP0059,56,41.69,30.09,34.37
3537,CMP0059,57,49.32,57.6,50.47
3538,CMP0059,58,74.57,34.54,61.1
3539,CMP0059,59,97.91,42.83,69.25
3540,CMP0059,60,97.31,53.09,32.95
3541,CMP0060,1,94.42,82.31,43.35
3542,CMP0060,2,80.66,69.09,64.96
3543,CMP0060,3,93.36,39.65,50.65
3544,CMP0060,4,53.4,71.86,76.66
3545,CMP0060,5,97.01,51.68,64.35
3546,CMP0060,6,85.73,86.36,78.13
3547,CMP0060,7,96.68,47.8,77.65
3548,CMP0060,8,51.45,34.24,30.52
3549,CMP0060,9,47.1,78.84,42.07
3550,CMP0060,10,40.04,87.55,40.47
3551,CMP0060,11,55.41,85.29,53.39
3552,CMP0060,12,56.83,80.64,66.31
3553,CMP0060,13,77.66,33.4,84.18
3554,CMP0060,14,51.6,73.33,47.62
3555,CMP0060,15,81.82,46.25,47.16
3556,CMP0060,16,50.98,36.93,53.23
3557,CMP0060,17,87.64,37.92,66.89
3558,CMP0060,18,93.28,50.02,71.92
3559,CMP0060,19,66.12,81.62,49.74
3560,CMP0060,20,70.54,53.25,61.95
3561,CMP0060,21,50.9,64.91,87.99
3562,CMP0060,22,47.37,44.72,34.61
3563,CMP0060,23,92.95,44.21,38.21
3564,CMP0060,24,59.2,77.32,51.46
3565,CMP0060,25,40.84,59.28,54.55
3566,CMP0060,26,53.39,61.67,71.17
3567,CMP0060,27,56.54,59.03,43.86
3568,CMP0060,28,40.02,54.57,39.83
3569,CMP0060,29,83.66,45.89,60.29
3570,CMP0060,30,72.42,31.18,86.4
3571,CMP0060,31,92.56,52.12,88.4
3572,CMP0060,32,91.48,44.37,80.6
3573,CMP0060,33,59.75,65.23,40.29
3574,CMP0060,34,67.13,53.3,48.65
3575,CMP0060,35,45.59,50.72,56.9
3576,CMP0060,36,70.88,65.92,55.95
3577,CMP0060,37,49.69,74.51,38.89
3578,CMP0060,38,89.56,88.98,64.69
3579,CMP0060,39,57.4,50.77,87.88
3580,CMP0060,40,77.96,75.85,41.05
3581,CMP0060,41,47.65,59.7,50.85
3582,CMP0060,42,85.06,40.41,37.84
3583,CMP0060,43,73.23,66.67,89.21
3584,CMP0060,44,78.45,57.82,36.54
3585,CMP0060,45,93.18,77.18,87.7
3586,CMP0060,46,40.22,56.13,39.46
3587,CMP0060,47,78.86,41.49,43.33
3588,CMP0060,48,51.18,37.95,67.95
3589,CMP0060,49,83.6,45.39,53.3
3590,CMP0060,50,72.88,62.76,47.09
3591,CMP0060,51,56.78,85.15,86.13
3592,CMP0060,52,91.19,65.73,58.79
3593,CMP0060,53,60.88,39.84,30.43
3594,CMP0060,54,77.43,56.15,61.86
3595,CMP0060,55,86.39,89.16,40.41
3596,CMP0060,56,90.96,31.07,65.53
3597,CMP0060,57,87.6,51.82,65.14
3598,CMP0060,58,40.92,86.87,83.93
3599,CMP0060,59,84.71,56.86,75.58
3600,CMP0060,60,99.77,69.22,72.21
3601,CMP0061,1,44.18,49.02,62.69
3602,CMP0061,2,74.77,43.31,42.47
3603,CMP0061,3,40.95,34.08,73.33
3604,CMP0061,4,60.09,50.76,44.87
3605,CMP0061,5,63.27,53.07,39.17
3606,CMP0061,6,76.74,68.56,78.81
3607,CMP0061,7,71.12,45.68,62.81
3608,CMP0061,8,70.56,37.33,68.6
3609,CMP0061,9,65.92,54.53,30.25
3610,CMP0061,10,71.79,40.59,45.72
3611,CMP0061,11,89.77,64.6,36.55
3612,CMP0061,12,78.39,82.08,88.58
3613,CMP0061,13,88.52,39.17,41.7
3614,CMP0061,14,50.08,45.98,83.69
3615,CMP0061,15,77.66,34.41,74.22
3616,CMP0061,16,64.45,61.19,55.38
3617,CMP0061,17,90.16,55.34,73.14
3618,CMP0061,18,55.9,59.71,57.84
3619,CMP0061,19,71.64,71.43,58.27
3620,CMP0061,20,84.01,79.77,84.43
3621,CMP0061,21,84.93,67.71,30.96
3622,CMP0061,22,77.1,66.09,88.17
3623,CMP0061,23,87.12,67.39,59.85
3624,CMP0061,24,47.73,30.7,53.06
3625,CMP0061,25,88.7,50.81,69.65
3626,CMP0061,26,66.03,47.47,43.28
3627,CMP0061,27,74.15,41.04,56.01
3628,CMP0061,28,95.88,64.16,58.97
3629,CMP0061,29,93.52,64.96,55.57
3630,CMP0061,30,73.84,80.05,71.21
3631,CMP0061,31,61.32,66.0,83.31
3632,CMP0061,32,52.14,48.76,50.67
3633,CMP0061,33,98.6,42.41,44.58
3634,CMP0061,34,52.5,52.45,76.64
3635,CMP0061,35,67.9,34.2,85.51
3636,CMP0061,36,73.74,86.26,84.75
3637,CMP0061,37,73.48,85.95,59.15
3638,CMP0061,38,78.64,32.09,42.78
3639,CMP0061,39,76.65,66.35,60.36
3640,CMP0061,40,99.91,36.08,66.39
3641,CMP0061,41,94.87,81.34,61.72
3642,CMP0061,42,64.32,59.15,31.66
3643,CMP0061,43,91.97,32.46,59.78
3644,CMP0061,44,79.87,50.59,67.74
3645,CMP0061,45,42.73,66.42,63.85
3646,CMP0061,46,45.63,86.97,36.33
3647,CMP0061,47,82.65,53.85,41.01
3648,CMP0061,48,55.97,86.89,72.37
3649,CMP0061,49,61.23,85.26,60.77
3650,CMP0061,50,48.06,58.62,87.87
3651,CMP0061,51,67.48,72.16,85.93
3652,CMP0061,52,46.45,30.32,44.37
3653,CMP0061,53,43.04,75.82,47.5
3654,CMP0061,54,76.65,78.38,62.55
3655,CMP0061,55,69.1,80.6,51.65
3656,CMP0061,56,66.58,75.31,48.54
3657,CMP0061,57,95.23,36.34,83.96
3658,CMP0061,58,72.79,67.5,34.34
3659,CMP0061,59,46.33,69.26,70.04
3660,CMP0061,60,92.09,78.87,45.53
3661,CMP0062,1,44.41,57.69,82.7
3662,CMP0062,2,61.29,52.75,59.23
3663,CMP0062,3,81.09,87.89,75.02
3664,CMP0062,4,43.83,32.28,43.03
3665,CMP0062,5,79.64,36.24,80.85
3666,CMP0062,6,53.03,78.79,30.1
3667,CMP0062,7,63.61,72.06,37.17
3668,CMP0062,8,98.25,60.39,62.52
3669,CMP0062,9,75.14,60.0,63.08
3670,CMP0062,10,96.1,32.39,81.77
3671,CMP0062,11,75.97,34.99,30.32
3672,CMP0062,12,67.25,40.76,67.71
3673,CMP0062,13,43.97,48.72,64.01
3674,CMP0062,14,65.1,67.69,71.51
3675,CMP0062,15,61.49,86.14,41.21
3676,CMP0062,16,74.53,72.29,67.76
3677,CMP0062,17,99.8,57.78,31.58
3678,CMP0062,18,94.84,60.96,67.42
3679,CMP0062,19,40.63,48.65,61.02
3680,CMP0062,20,47.72,30.22,74.63
3681,CMP0062,21,75.14,84.16,43.07
3682,CMP0062,22,54.83,53.79,89.16
3683,CMP0062,23,41.53,31.36,61.97
3684,CMP0062,24,43.1,40.57,61.95
3685,CMP0062,25,74.69,58.13,38.51
3686,CMP0062,26,91.7,80.83,59.67
3687,CMP0062,27,80.68,67.66,36.26
3688,CMP0062,28,87.22,49.22,67.19
3689,CMP0062,29,60.35,56.89,70.87
3690,CMP0062,30,81.47,45.48,79.92
3691,CMP0062,31,93.25,40.5,88.79
3692,CMP0062,32,70.91,84.02,36.71
3693,CMP0062,33,49.7,68.92,38.89
3694,CMP0062,34,71.73,72.02,87.12
3695,CMP0062,35,80.25,33.37,70.43
3696,CMP0062,36,75.05,33.02,41.91
3697,CMP0062,37,63.44,30.85,31.33
3698,CMP0062,38,82.43,55.55,87.73
3699,CMP0062,39,77.36,63.39,83.13
3700,CMP0062,40,78.88,77.23,31.32
3701,CMP0062,41,79.67,65.94,83.88
3702,CMP0062,42,53.25,80.42,55.43
3703,CMP0062,43,59.27,81.38,40.34
3704,CMP0062,44,78.33,71.14,39.17
3705,CMP0062,45,67.65,58.93,46.12
3706,CMP0062,46,54.15,87.76,44.31
3707,CMP0062,47,65.68,58.78,70.43
3708,CMP0062,48,70.03,40.17,86.86
3709,CMP0062,49,88.37,52.27,36.71
3710,CMP0062,50,66.63,39.43,64.89
3711,CMP0062,51,65.03,88.79,85.05
3712,CMP0062,52,98.32,60.96,75.48
3713,CMP0062,53,51.08,81.69,51.77
3714,CMP0062,54,49.29,66.4,79.01
3715,CMP0062,55,58.82,44.93,60.33
3716,CMP0062,56,77.09,59.65,59.15
3717,CMP0062,57,74.04,82.9,76.15
3718,CMP0062,58,58.82,32.67,37.01
3719,CMP0062,59,44.78,36.21,66.6
3720,CMP0062,60,88.66,56.64,80.83
3721,CMP0063,1,67.01,69.72,32.13
3722,CMP0063,2,89.56,39.76,42.84
3723,CMP0063,3,90.08,83.24,78.97
