ESGID,CompanyID,PeriodID,EnvironmentalScore,SocialScore,GovernanceScore
4423,CMP0222,3,72.37,87.68,43.79
4424,CMP0222,4,29.32,62.45,56.95
4425,CMP0222,5,40.51,44.09,61.16
4426,CMP0222,6,48.18,62.87,45.82
4427,CMP0222,7,42.28,81.27,48.51
4428,CMP0222,8,77.13,35.09,32.28
4429,CMP0222,9,52.55,52.64,56.14
4430,CMP0222,10,33.19,86.02,67.82
4431,CMP0222,11,46.58,74.5,46.08
4432,CMP0222,12,64.61,68.09,42.71
4433,CMP0222,13,35.59,47.89,47.27
4434,CMP0222,14,31.12,32.32,50.58
4435,CMP0222,15,35.52,35.32,43.48
4436,CMP0222,16,70.14,47.5,54.6
4437,CMP0222,17,75.1,53.17,45.11
4438,CMP0222,18,26.28,31.34,65.71
4439,CMP0222,19,36.91,43.56,51.07
4440,CMP0222,20,81.2,55.98,56.13
4441,CMP0223,1,52.93,75.59,38.58
4442,CMP0223,2,52.14,52.92,62.88
4443,CMP0223,3,43.83,64.67,42.58
4444,CMP0223,4,56.19,47.48,71.8
4445,CMP0223,5,68.45,2.71,47.05
4446,CMP0223,6,22.04,34.44,46.58
4447,CMP0223,7,32.32,48.76,61.43
4448,CMP0223,8,45.91,65.82,49.4
4449,CMP0223,9,35.11,56.99,46.76
4450,CMP0223,10,64.14,90.7,46.36
4451,CMP0223,11,50.96,56.81,70.77
4452,CMP0223,12,34.54,72.0,55.88
4453,CMP0223,13,41.62,39.23,45.21
4454,CMP0223,14,73.55,47.82,39.49
4455,CMP0223,15,54.71,65.08,52.83
4456,CMP0223,16,38.34,36.72,45.47
4457,CMP0223,17,72.55,33.88,57.64
4458,CMP0223,18,43.13,27.7,62.79
4459,CMP0223,19,70.51,74.61,40.81
4460,CMP0223,20,59.24,50.92,57.13
4461,CMP0224,1,67.91,78.5,47.96
4462,CMP0224,2,49.22,33.2,37.66
4463,CMP0224,3,46.01,62.15,65.82
4464,CMP0224,4,44.11,55.55,45.5
4465,CMP0224,5,38.39,48.18,49.05
4466,CMP0224,6,60.76,73.46,43.69
4467,CMP0224,7,77.19,49.46,64.19
4468,CMP0224,8,38.48,76.41,53.37
4469,CMP0224,9,65.84,64.42,58.79
4470,CMP0224,10,51.97,20.09,28.27
4471,CMP0224,11,38.94,55.69,49.2
4472,CMP0224,12,48.52,22.93,45.14
4473,CMP0224,13,54.07,60.33,36.26
4474,CMP0224,14,53.18,52.34,62.18
4475,CMP0224,15,36.73,15.77,43.76
4476,CMP0224,16,28.0,35.96,56.16
4477,CMP0224,17,45.25,61.07,54.05
4478,CMP0224,18,48.92,38.0,44.66
4479,CMP0224,19,64.33,95.61,52.53
4480,CMP0224,20,40.14,43.85,35.45
4481,CMP0225,1,72.13,41.19,59.57
4482,CMP0225,2,54.19,72.19,42.14
4483,CMP0225,3,49.43,90.7,48.77
4484,CMP0225,4,59.29,46.82,62.7
4485,CMP0225,5,76.52,15.03,53.73
4486,CMP0225,6,83.77,70.23,46.67
4487,CMP0225,7,54.98,53.22,45.08
4488,CMP0225,8,68.22,55.01,46.49
4489,CMP0225,9,47.52,73.9,59.83
4490,CMP0225,10,53.32,38.08,49.03
4491,CMP0225,11,66.63,79.27,37.87
4492,CMP0225,12,55.26,3.54,62.19
4493,CMP0225,13,72.05,52.52,33.53
4494,CMP0225,14,44.18,49.19,54.08
4495,CMP0225,15,74.37,25.22,48.71
4496,CMP0225,16,71.59,47.23,38.07
4497,CMP0225,17,40.13,76.43,43.18
4498,CMP0225,18,42.98,85.55,54.18
4499,CMP0225,19,76.13,66.56,44.68
4500,CMP0225,20,44.13,72.72,50.76
4501,CMP0226,1,79.85,43.16,42.22
4502,CMP0226,2,53.51,50.43,38.24
4503,CMP0226,3,74.03,54.28,58.78
4504,CMP0226,4,59.72,52.39,60.8
4505,CMP0226,5,83.89,70.7,61.22
4506,CMP0226,6,85.54,36.56,48.54
4507,CMP0226,7,58.28,59.11,58.2
4508,CMP0226,8,71.46,61.3,38.03
4509,CMP0226,9,43.47,76.78,25.03
4510,CMP0226,10,41.38,53.16,37.04
4511,CMP0226,11,66.87,34.01,56.61
4512,CMP0226,12,62.75,18.19,50.28
4513,CMP0226,13,65.75,62.19,59.36
4514,CMP0226,14,42.96,64.02,69.16
4515,CMP0226,15,64.58,48.65,39.89
4516,CMP0226,16,80.63,56.04,52.48
4517,CMP0226,17,59.58,47.32,66.98
4518,CMP0226,18,88.79,27.76,37.85
4519,CMP0226,19,48.13,58.41,45.91
4520,CMP0226,20,72.5,30.96,38.46
4521,CMP0227,1,44.86,58.06,59.11
4522,CMP0227,2,78.39,56.61,57.58
4523,CMP0227,3,15.04,71.15,59.33
4524,CMP0227,4,23.12,100.0,55.95
4525,CMP0227,5,66.4,26.91,50.97
4526,CMP0227,6,50.29,93.62,53.48
4527,CMP0227,7,42.81,50.98,70.86
4528,CMP0227,8,48.7,87.69,65.53
4529,CMP0227,9,69.08,37.22,45.37
4530,CMP0227,10,46.11,65.44,40.54
4531,CMP0227,11,45.1,62.26,47.1
4532,CMP0227,12,54.72,39.82,55.4
4533,CMP0227,13,45.69,60.69,38.52
4534,CMP0227,14,44.01,79.85,57.66
4535,CMP0227,15,87.85,48.12,39.86
4536,CMP0227,16,16.85,72.51,59.77
4537,CMP0227,17,56.55,77.46,55.21
4538,CMP0227,18,47.26,32.22,57.01
4539,CMP0227,19,55.44,70.89,62.76
4540,CMP0227,20,53.26,8.16,52.99
4541,CMP0228,1,81.07,60.94,50.11
4542,CMP0228,2,47.52,86.2,45.48
4543,CMP0228,3,56.11,43.02,44.7
4544,CMP0228,4,69.98,65.64,39.66
4545,CMP0228,5,68.88,7.59,46.88
4546,CMP0228,6,37.46,14.03,51.62
4547,CMP0228,7,33.79,25.3,37.88
4548,CMP0228,8,59.28,72.84,58.08
4549,CMP0228,9,56.22,12.14,69.43
4550,CMP0228,10,40.43,61.25,46.56
4551,CMP0228,11,79.3,64.17,58.21
4552,CMP0228,12,89.67,46.04,56.58
4553,CMP0228,13,62.24,53.24,42.23
4554,CMP0228,14,71.09,79.12,39.97
4555,CMP0228,15,48.9,0.0,50.48
4556,CMP0228,16,83.35,78.86,34.63
4557,CMP0228,17,62.4,67.84,52.37
4558,CMP0228,18,61.86,55.13,55.35
4559,CMP0228,19,70.75,62.89,72.41
4560,CMP0228,20,55.71,68.27,44.93
4561,CMP0229,1,56.41,54.78,48.29
4562,CMP0229,2,64.42,78.05,59.48
4563,CMP0229,3,62.88,47.57,53.69
4564,CMP0229,4,64.84,66.45,36.86
4565,CMP0229,5,73.77,47.24,56.16
4566,CMP0229,6,70.58,32.79,40.94
4567,CMP0229,7,58.21,64.3,68.03
4568,CMP0229,8,48.33,52.71,66.37
4569,CMP0229,9,36.65,48.14,41.65
4570,CMP0229,10,53.01,42.31,43.55
4571,CMP0229,11,53.35,62.55,58.97
4572,CMP0229,12,62.52,42.52,55.27
4573,CMP0229,13,51.85,84.86,36.31
4574,CMP0229,14,43.94,69.76,50.33
4575,CMP0229,15,63.61,35.18,65.04
4576,CMP0229,16,49.43,48.73,49.8
4577,CMP0229,17,44.61,36.73,54.21
4578,CMP0229,18,61.34,51.21,56.54
4579,CMP0229,19,52.76,65.34,44.81
4580,CMP0229,20,59.46,18.55,56.01
4581,CMP0230,1,66.43,52.01,31.44
4582,CMP0230,2,28.45,33.66,42.51
4583,CMP0230,3,18.22,28.96,30.69
4584,CMP0230,4,58.33,41.5,66.23
4585,CMP0230,5,62.71,62.65,39.06
4586,CMP0230,6,42.41,47.05,35.62
4587,CMP0230,7,61.59,79.47,40.69
4588,CMP0230,8,42.69,60.24,53.61
4589,CMP0230,9,75.31,52.64,32.85
4590,CMP0230,10,48.11,57.07,60.13
4591,CMP0230,11,84.61,27.42,53.76
4592,CMP0230,12,34.68,59.02,59.15
4593,CMP0230,13,51.29,61.49,47.01
4594,CMP0230,14,30.59,57.1,47.29
4595,CMP0230,15,51.3,51.77,56.73
4596,CMP0230,16,61.65,100.0,44.23
4597,CMP0230,17,60.94,100.0,62.98
4598,CMP0230,18,42.32,24.51,37.19
4599,CMP0230,19,68.66,71.88,55.23
4600,CMP0230,20,38.74,25.64,56.41
4601,CMP0231,1,46.5,31.77,27.21
4602,CMP0231,2,55.26,64.22,43.37
4603,CMP0231,3,55.5,62.03,49.69
4604,CMP0231,4,65.21,66.11,31.9
4605,CMP0231,5,76.64,64.75,53.9
4606,CMP0231,6,65.64,46.36,38.11
4607,CMP0231,7,65.11,42.17,33.61
4608,CMP0231,8,67.65,51.33,50.01
4609,CMP0231,9,56.56,24.01,60.11
4610,CMP0231,10,49.8,67.12,45.77
4611,CMP0231,11,53.11,38.84,48.68
4612,CMP0231,12,60.08,51.43,54.84
4613,CMP0231,13,61.47,60.16,53.05
4614,CMP0231,14,87.96,39.61,46.15
4615,CMP0231,15,57.72,37.17,65.74
4616,CMP0231,16,44.35,37.16,60.49
4617,CMP0231,17,42.44,24.22,49.43
4618,CMP0231,18,58.33,29.77,65.59
4619,CMP0231,19,54.08,81.05,59.94
4620,CMP0231,20,68.63,48.27,74.86
4621,CMP0232,1,65.41,50.3,62.75
4622,CMP0232,2,74.03,80.29,46.87
4623,CMP0232,3,62.15,44.42,43.66
4624,CMP0232,4,61.35,47.47,47.49
4625,CMP0232,5,49.12,56.86,56.99
4626,CMP0232,6,34.19,58.01,47.06
4627,CMP0232,7,56.17,62.28,58.93
4628,CMP0232,8,74.21,44.47,48.35
4629,CMP0232,9,57.75,69.62,61.92
4630,CMP0232,10,75.41,37.88,46.89
4631,CMP0232,11,63.7,61.27,44.66
4632,CMP0232,12,50.1,52.98,47.54
4633,CMP0232,13,65.14,58.51,48.6
4634,CMP0232,14,75.09,41.26,52.08
4635,CMP0232,15,73.56,54.57,65.89
4636,CMP0232,16,78.52,33.14,56.4
4637,CMP0232,17,53.01,69.99,54.39
4638,CMP0232,18,47.27,27.37,55.34
4639,CMP0232,19,47.68,52.13,67.68
4640,CMP0232,20,68.16,48.28,38.87
4641,CMP0233,1,60.3,50.07,51.82
4642,CMP0233,2,37.12,36.22,58.47
4643,CMP0233,3,55.28,59.56,36.03
4644,CMP0233,4,62.55,46.74,45.78
4645,CMP0233,5,72.8,34.84,44.19
4646,CMP0233,6,62.97,100.0,46.2
4647,CMP0233,7,45.45,65.88,59.27
4648,CMP0233,8,70.16,68.55,36.59
4649,CMP0233,9,41.03,85.08,52.14
4650,CMP0233,10,58.35,67.18,56.78
4651,CMP0233,11,59.92,41.13,53.55
4652,CMP0233,12,32.13,54.59,47.04
4653,CMP0233,13,49.16,41.06,38.27
4654,CMP0233,14,77.06,88.33,47.51
4655,CMP0233,15,19.33,22.34,42.05
4656,CMP0233,16,55.26,77.12,59.88
4657,CMP0233,17,38.47,56.08,47.14
4658,CMP0233,18,35.15,72.64,48.21
4659,CMP0233,19,42.55,40.7,52.44
4660,CMP0233,20,84.78,21.63,64.65
4661,CMP0234,1,65.89,44.52,48.93
4662,CMP0234,2,46.73,100.0,51.38
4663,CMP0234,3,69.56,32.44,50.6
4664,CMP0234,4,80.8,39.18,45.55
4665,CMP0234,5,78.82,66.92,52.5
4666,CMP0234,6,65.5,42.51,46.3
4667,CMP0234,7,34.87,49.65,41.73
4668,CMP0234,8,49.85,70.41,43.76
4669,CMP0234,9,55.89,43.05,56.01
4670,CMP0234,10,91.97,54.21,44.24
4671,CMP0234,11,62.83,54.85,56.37
4672,CMP0234,12,67.92,31.21,58.24
4673,CMP0234,13,14.02,70.49,44.41
4674,CMP0234,14,73.44,51.36,56.01
4675,CMP0234,15,70.01,66.18,37.68
4676,CMP0234,16,43.83,61.04,35.43
4677,CMP0234,17,71.57,75.3,38.49
4678,CMP0234,18,61.22,44.3,52.06
4679,CMP0234,19,94.82,71.2,72.81
4680,CMP0234,20,55.25,33.93,46.14
4681,CMP0235,1,53.5,65.1,36.42
4682,CMP0235,2,65.63,60.56,41.08
4683,CMP0235,3,52.09,50.79,58.24
4684,CMP0235,4,41.2,27.1,42.86
4685,CMP0235,5,59.17,61.56,35.34
4686,CMP0235,6,54.4,56.62,58.68
4687,CMP0235,7,24.82,100.0,48.52
4688,CMP0235,8,53.48,67.26,57.86
4689,CMP0235,9,52.07,68.24,34.64
4690,CMP0235,10,37.77,56.02,49.85
4691,CMP0235,11,40.72,76.11,43.44
4692,CMP0235,12,35.51,64.35,57.14
4693,CMP0235,13,62.43,89.26,50.67
4694,CMP0235,14,41.33,55.8,45.34
4695,CMP0235,15,51.2,56.48,49.68
4696,CMP0235,16,58.33,99.72,70.19
4697,CMP0235,17,38.96,79.15,52.56
4698,CMP0235,18,67.46,35.26,17.92
4699,CMP0235,19,54.81,32.4,45.51
4700,CMP0235,20,42.09,88.51,38.76
4701,CMP0236,1,58.21,40.27,41.75
4702,CMP0236,2,63.48,80.04,38.8
4703,CMP0236,3,54.87,91.27,50.66
4704,CMP0236,4,71.92,45.59,33.04
4705,CMP0236,5,65.92,34.75,60.73
4706,CMP0236,6,12.16,63.0,51.39
4707,CMP0236,7,79.39,46.68,60.94
4708,CMP0236,8,65.76,40.57,50.23
4709,CMP0236,9,84.42,91.67,45.33
4710,CMP0236,10,37.84,79.39,66.96
4711,CMP0236,11,54.37,89.24,43.67
4712,CMP0236,12,39.3,64.47,36.45
4713,CMP0236,13,51.99,48.0,53.51
4714,CMP0236,14,67.83,29.61,22.65
4715,CMP0236,15,59.44,82.12,49.45
4716,CMP0236,16,56.85,41.49,53.63
4717,CMP0236,17,35.82,1.72,48.64
4718,CMP0236,18,64.34,56.5,40.55
4719,CMP0236,19,64.48,100.0,58.82
4720,CMP0236,20,64.32,77.48,48.74
4721,CMP0237,1,60.56,54.43,46.67
4722,CMP0237,2,27.2,38.21,67.58
4723,CMP0237,3,48.67,46.01,26.77
4724,CMP0237,4,63.32,52.77,42.36
4725,CMP0237,5,28.66,53.2,60.1
4726,CMP0237,6,53.3,56.38,42.63
4727,CMP0237,7,42.81,32.68,36.38
4728,CMP0237,8,34.88,47.49,61.72
4729,CMP0237,9,44.34,39.81,58.9
4730,CMP0237,10,24.4,72.95,70.8
4731,CMP0237,11,67.41,30.8,25.04
4732,CMP0237,12,46.01,59.45,39.77
4733,CMP0237,13,58.34,77.5,65.04
4734,CMP0237,14,44.52,40.23,45.53
4735,CMP0237,15,67.99,48.29,66.33
4736,CMP0237,16,42.87,43.36,44.5
4737,CMP0237,17,36.61,73.18,41.0
4738,CMP0237,18,50.03,41.65,50.94
4739,CMP0237,19,56.45,60.31,48.07
4740,CMP0237,20,83.55,86.13,52.91
4741,CMP0238,1,58.67,62.67,49.13
4742,CMP0238,2,51.47,53.72,59.52
4743,CMP0238,3,51.88,76.73,62.78
4744,CMP0238,4,37.03,37.2,41.69
4745,CMP0238,5,48.5,57.27,42.65
4746,CMP0238,6,45.76,42.63,67.25
4747,CMP0238,7,27.85,38.29,48.06
4748,CMP0238,8,64.41,66.91,58.11
4749,CMP0238,9,67.0,31.71,63.98
4750,CMP0238,10,42.49,83.33,57.9
4751,CMP0238,11,57.08,76.34,28.76
4752,CMP0238,12,58.31,71.12,39.17
4753,CMP0238,13,33.34,100.0,72.26
4754,CMP0238,14,44.85,84.39,46.39
4755,CMP0238,15,39.65,41.24,31.51
4756,CMP0238,16,56.81,59.85,39.82
4757,CMP0238,17,39.15,38.85,29.36
4758,CMP0238,18,43.07,43.62,65.98
4759,CMP0238,19,37.69,68.51,37.65
4760,CMP0238,20,100.0,61.34,53.59
4761,CMP0239,1,57.7,49.62,30.36
4762,CMP0239,2,45.51,60.3,38.3
4763,CMP0239,3,38.25,36.23,53.04
4764,CMP0239,4,54.18,68.08,75.18
4765,CMP0239,5,74.87,67.84,36.18
4766,CMP0239,6,42.04,32.3,31.19
4767,CMP0239,7,37.2,56.32,65.2
4768,CMP0239,8,60.31,42.19,48.22
4769,CMP0239,9,40.84,63.95,47.31
4770,CMP0239,10,57.91,53.65,60.19
4771,CMP0239,11,47.0,35.64,61.76
4772,CMP0239,12,43.17,97.77,51.53
4773,CMP0239,13,33.19,42.9,59.56
4774,CMP0239,14,11.56,24.82,32.75
4775,CMP0239,15,52.65,40.31,42.93
4776,CMP0239,16,81.55,15.66,63.37
4777,CMP0239,17,70.52,82.88,46.47
4778,CMP0239,18,69.44,100.0,51.8
4779,CMP0239,19,44.64,68.65,53.57
4780,CMP0239,20,54.35,47.34,54.91
4781,CMP0240,1,77.61,48.04,26.81
4782,CMP0240,2,74.05,45.09,45.93
4783,CMP0240,3,49.3,84.93,48.9
4784,CMP0240,4,15.31,36.14,40.44
4785,CMP0240,5,39.33,67.37,50.87
4786,CMP0240,6,25.91,80.67,46.53
4787,CMP0240,7,62.76,59.52,60.42
4788,CMP0240,8,30.65,59.15,43.0
4789,CMP0240,9,55.86,32.72,47.27
4790,CMP0240,10,28.06,82.22,60.66
4791,CMP0240,11,52.61,94.71,62.34
4792,CMP0240,12,25.8,18.49,39.23
4793,CMP0240,13,38.63,63.72,59.23
4794,CMP0240,14,54.45,28.04,60.25
4795,CMP0240,15,45.12,57.57,40.98
4796,CMP0240,16,36.97,61.6,56.58
4797,CMP0240,17,55.56,69.39,44.88
4798,CMP0240,18,58.96,46.05,36.39
4799,CMP0240,19,68.49,34.93,52.65
4800,CMP0240,20,43.15,93.31,54.04
4801,CMP0241,1,52.51,37.81,49.89
4802,CMP0241,2,61.17,24.69,45.47
4803,CMP0241,3,39.34,53.59,46.08
4804,CMP0241,4,47.21,71.83,29.39
4805,CMP0241,5,60.21,96.87,47.97
4806,CMP0241,6,26.01,39.79,60.66
4807,CMP0241,7,65.83,84.32,37.48
4808,CMP0241,8,71.68,43.27,59.81
4809,CMP0241,9,46.69,71.16,48.98
4810,CMP0241,10,98.77,77.02,52.09
4811,CMP0241,11,55.56,76.43,45.7
4812,CMP0241,12,46.48,64.82,66.47
4813,CMP0241,13,70.85,61.93,63.59
4814,CMP0241,14,41.69,59.12,41.02
4815,CMP0241,15,59.82,72.46,46.41
4816,CMP0241,16,72.77,43.59,51.62
4817,CMP0241,17,79.73,61.71,34.53
4818,CMP0241,18,67.7,77.7,59.87
4819,CMP0241,19,62.32,64.03,51.95
4820,CMP0241,20,61.0,39.31,32.19
4821,CMP0242,1,51.48,39.37,50.93
4822,CMP0242,2,66.86,51.88,46.03
4823,CMP0242,3,52.44,53.46,55.7
4824,CMP0242,4,40.66,60.62,51.29
4825,CMP0242,5,42.04,81.25,54.02
4826,CMP0242,6,44.04,46.21,43.95
4827,CMP0242,7,71.18,57.17,43.24
4828,CMP0242,8,44.22,74.73,73.88
4829,CMP0242,9,44.02,37.86,61.22
4830,CMP0242,10,47.9,60.99,53.9
4831,CMP0242,11,44.19,73.78,45.54
4832,CMP0242,12,45.18,63.26,67.15
4833,CMP0242,13,51.87,57.03,43.03
4834,CMP0242,14,50.01,15.39,69.72
4835,CMP0242,15,76.03,61.64,52.06
4836,CMP0242,16,71.06,67.45,57.83
4837,CMP0242,17,56.89,49.54,61.53
4838,CMP0242,18,44.36,62.63,55.7
4839,CMP0242,19,51.0,50.38,53.06
4840,CMP0242,20,58.31,68.83,49.98
4841,CMP0243,1,57.93,35.27,52.37
4842,CMP0243,2,28.82,35.08,52.01
4843,CMP0243,3,56.56,70.79,56.84
4844,CMP0243,4,45.91,42.39,54.26
4845,CMP0243,5,34.83,32.83,45.67
4846,CMP0243,6,46.41,100.0,48.5
4847,CMP0243,7,48.96,14.31,46.0
4848,CMP0243,8,54.96,55.76,53.85
4849,CMP0243,9,62.99,93.34,38.96
4850,CMP0243,10,67.16,43.13,40.61
4851,CMP0243,11,74.02,40.96,47.42
4852,CMP0243,12,42.66,27.89,65.21
4853,CMP0243,13,76.32,44.05,47.03
4854,CMP0243,14,33.74,54.21,40.36
4855,CMP0243,15,62.6,41.86,51.59
4856,CMP0243,16,45.95,94.21,50.73
4857,CMP0243,17,50.68,58.9,56.56
4858,CMP0243,18,51.83,43.47,51.88
4859,CMP0243,19,83.99,83.12,49.06
4860,CMP0243,20,50.54,37.36,57.45
4861,CMP0244,1,56.0,61.08,54.73
4862,CMP0244,2,59.19,61.71,68.42
4863,CMP0244,3,89.03,28.23,61.35
4864,CMP0244,4,42.9,80.57,56.08
4865,CMP0244,5,66.57,67.01,42.11
4866,CMP0244,6,47.41,43.9,40.13
4867,CMP0244,7,47.72,56.27,53.31
4868,CMP0244,8,32.72,54.82,39.98
4869,CMP0244,9,61.43,48.44,40.19
4870,CMP0244,10,39.8,71.5,49.65
4871,CMP0244,11,30.07,62.65,50.28
4872,CMP0244,12,48.79,28.97,61.06
4873,CMP0244,13,41.02,42.68,68.47
4874,CMP0244,14,38.73,70.7,44.69
4875,CMP0244,15,17.66,19.15,37.67
4876,CMP0244,16,67.93,74.17,52.37
4877,CMP0244,17,41.64,58.2,48.52
4878,CMP0244,18,47.81,64.27,54.91
4879,CMP0244,19,75.59,79.72,44.91
4880,CMP0244,20,37.28,58.02,50.98
4881,CMP0245,1,47.38,61.62,68.32
4882,CMP0245,2,66.03,66.29,64.75
4883,CMP0245,3,45.08,33.23,41.8
4884,CMP0245,4,55.17,49.77,52.59
4885,CMP0245,5,48.22,60.21,39.72
4886,CMP0245,6,88.59,33.93,53.14
4887,CMP0245,7,57.13,29.52,39.98
4888,CMP0245,8,19.29,44.08,63.8
4889,CMP0245,9,48.56,76.65,50.3
4890,CMP0245,10,78.93,71.78,52.69
4891,CMP0245,11,58.78,14.72,41.39
4892,CMP0245,12,72.08,21.15,46.97
4893,CMP0245,13,53.44,41.6,51.76
4894,CMP0245,14,42.03,51.3,55.41
4895,CMP0245,15,78.81,62.84,45.13
4896,CMP0245,16,54.28,59.23,46.28
4897,CMP0245,17,12.23,43.44,51.84
4898,CMP0245,18,56.54,52.1,64.37
4899,CMP0245,19,46.07,41.93,35.54
4900,CMP0245,20,43.76,48.91,41.37
4901,CMP0246,1,50.93,51.92,57.9
4902,CMP0246,2,65.18,20.03,47.73
4903,CMP0246,3,20.98,86.29,44.77
4904,CMP0246,4,25.91,45.39,38.07
4905,CMP0246,5,31.03,57.87,46.16
4906,CMP0246,6,44.38,34.02,43.34
4907,CMP0246,7,53.48,71.28,63.38
4908,CMP0246,8,72.6,47.68,46.41
4909,CMP0246,9,58.42,74.14,55.44
4910,CMP0246,10,49.94,87.52,40.86
4911,CMP0246,11,70.1,17.74,57.63
4912,CMP0246,12,41.75,78.06,53.11
4913,CMP0246,13,39.27,45.88,49.7
4914,CMP0246,14,64.73,74.99,50.41
4915,CMP0246,15,43.26,47.64,45.45
4916,CMP0246,16,55.48,60.05,59.54
4917,CMP0246,17,34.12,84.89,51.2
4918,CMP0246,18,37.38,47.74,64.68
4919,CMP0246,19,62.4,70.79,48.68
4920,CMP0246,20,48.89,46.72,51.55
4921,CMP0247,1,29.11,30.32,24.53
4922,CMP0247,2,52.0,56.65,55.34
4923,CMP0247,3,67.59,72.17,41.21
4924,CMP0247,4,29.47,56.15,43.4
4925,CMP0247,5,76.53,82.62,40.12
4926,CMP0247,6,18.5,29.02,44.99
4927,CMP0247,7,42.91,4.59,45.52
4928,CMP0247,8,57.57,65.83,47.94
4929,CMP0247,9,32.7,72.26,33.34
4930,CMP0247,10,47.27,80.48,53.9
4931,CMP0247,11,43.57,37.91,41.99
4932,CMP0247,12,39.53,50.73,54.63
4933,CMP0247,13,60.66,47.68,52.41
4934,CMP0247,14,46.94,76.98,38.35
4935,CMP0247,15,64.01,63.33,46.55
4936,CMP0247,16,49.03,57.31,50.99
4937,CMP0247,17,57.03,29.69,52.46
4938,CMP0247,18,48.15,90.46,39.24
4939,CMP0247,19,55.73,69.59,76.32
4940,CMP0247,20,22.57,68.54,49.98
4941,CMP0248,1,59.01,49.38,41.39
4942,CMP0248,2,27.37,81.34,50.51
4943,CMP0248,3,31.62,35.02,49.52
4944,CMP0248,4,37.84,66.43,30.95
4945,CMP0248,5,41.32,83.07,63.61
4946,CMP0248,6,52.79,53.93,71.48
4947,CMP0248,7,57.31,22.57,63.0
4948,CMP0248,8,63.25,35.13,29.77
4949,CMP0248,9,36.04,65.37,54.19
4950,CMP0248,10,52.21,62.6,46.61
4951,CMP0248,11,52.59,76.99,52.19
4952,CMP0248,12,55.67,59.15,58.58
4953,CMP0248,13,51.75,52.69,43.85
4954,CMP0248,14,70.99,53.16,46.96
4955,CMP0248,15,45.13,52.17,72.84
4956,CMP0248,16,50.5,80.55,66.96
4957,CMP0248,17,45.59,72.9,64.13
4958,CMP0248,18,46.33,63.32,66.72
4959,CMP0248,19,70.18,70.4,44.2
4960,CMP0248,20,55.45,64.83,39.99
4961,CMP0249,1,48.43,77.52,41.86
4962,CMP0249,2,56.55,54.44,58.25
4963,CMP0249,3,34.61,60.8,66.17
4964,CMP0249,4,64.47,29.97,50.63
4965,CMP0249,5,58.68,68.39,63.38
4966,CMP0249,6,42.12,47.47,59.04
4967,CMP0249,7,40.51,60.22,50.31
4968,CMP0249,8,68.24,63.72,48.41
4969,CMP0249,9,74.18,100.0,53.09
4970,CMP0249,10,37.19,65.29,58.39
4971,CMP0249,11,59.76,46.49,51.46
4972,CMP0249,12,68.76,25.94,30.9
4973,CMP0249,13,50.7,52.97,60.72
4974,CMP0249,14,56.14,43.5,61.99
4975,CMP0249,15,56.42,39.98,49.36
4976,CMP0249,16,54.75,15.02,44.15
4977,CMP0249,17,38.32,79.01,51.39
4978,CMP0249,18,73.27,37.22,53.88
4979,CMP0249,19,46.6,52.35,37.65
4980,CMP0249,20,17.23,45.47,44.53
4981,CMP0250,1,31.42,36.12,54.6
4982,CMP0250,2,37.87,57.74,49.67
4983,CMP0250,3,46.4,33.9,34.04
4984,CMP0250,4,25.35,48.57,37.92
4985,CMP0250,5,70.71,63.74,55.57
4986,CMP0250,6,39.37,96.77,62.13
4987,CMP0250,7,22.68,47.67,62.91
4988,CMP0250,8,38.29,51.7,66.02
4989,CMP0250,9,66.35,61.37,52.33
4990,CMP0250,10,41.92,72.78,46.43
4991,CMP0250,11,43.31,85.36,55.11
4992,CMP0250,12,32.37,31.49,53.72
4993,CMP0250,13,53.26,53.27,45.68
4994,CMP0250,14,41.15,55.46,42.66
4995,CMP0250,15,89.97,23.15,48.96
4996,CMP0250,16,65.25,51.81,52.09
4997,CMP0250,17,83.54,94.07,48.35
4998,CMP0250,18,42.87,52.89,38.43
4999,CMP0250,19,43.16,67.3,45.09
5000,CMP0250,20,46.56,49.35,58.49
5001,CMP0251,1,25.3,26.42,56.71
5002,CMP0251,2,60.06,52.77,53.91
5003,CMP0251,3,66.13,31.28,38.8
5004,CMP0251,4,42.53,79.34,55.83
5005,CMP0251,5,50.46,45.0,58.92
5006,CMP0251,6,62.6,46.61,40.3
5007,CMP0251,7,72.04,22.47,26.33
5008,CMP0251,8,44.44,100.0,48.17
5009,CMP0251,9,63.01,59.06,52.17
5010,CMP0251,10,53.21,61.19,51.35
5011,CMP0251,11,36.77,41.91,40.92
5012,CMP0251,12,71.09,33.9,40.52
5013,CMP0251,13,80.55,87.38,60.51
5014,CMP0251,14,70.4,76.85,55.91
5015,CMP0251,15,23.9,65.51,41.39
5016,CMP0251,16,54.23,63.58,45.33
5017,CMP0251,17,44.14,59.28,54.52
5018,CMP0251,18,56.26,55.03,48.77
5019,CMP0251,19,71.22,32.26,34.91
5020,CMP0251,20,84.04,78.06,53.64
5021,CMP0252,1,43.25,81.55,43.67
5022,CMP0252,2,65.11,21.26,44.78
5023,CMP0252,3,53.63,77.24,35.6
5024,CMP0252,4,45.46,62.5,39.86
5025,CMP0252,5,55.96,53.91,35.38
5026,CMP0252,6,60.78,25.81,40.26
5027,CMP0252,7,49.87,54.43,55.32
5028,CMP0252,8,48.06,76.38,55.17
